"","CAD CDW ID","CAD Event Number","General Offense Number","Event Clearance Code","Event Clearance Description","Event Clearance SubGroup","Event Clearance Group","Event Clearance Date","Hundred Block Location","District/Sector","Zone/Beat","Census Tract","Longitude","Latitude","Incident Location","Initial Type Description","Initial Type Subgroup","Initial Type Group","At Scene Time","dist_mgh"
"519","876915",5.92892152034483e-314,9.94193849682462e-315,"415","BLOCKING VEHICLE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","08/15/2012 04:19:00 PM","39XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"520","877951",5.92892217349962e-314,9.94194502837246e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","08/16/2012 03:03:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2000",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"521","1794904",7.90518278702487e-314,9.96168795580881e-315,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","07/26/2016 06:04:52 PM","NE CAMPUS PY / UNIVERSITY WY NE","U","U2","5302.1009",-122.31326,47.656216,"(47.656216, -122.31326)","PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00540298186190123
"522","880973",5.92892522237872e-314,9.94197551716346e-315,"200","ALARMS - COMMERCIAL BURGLARY (FALSE)","BURGLARY ALARMS (FALSE)","FALSE ALARMS","08/21/2012 04:29:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"523","881818",5.9289259417383e-314,9.94198271075927e-315,"350","HAZARDS","HAZARDS","HAZARDS","08/22/2012 05:07:00 AM","NE 45 ST VI / EB","U","U2","5302.3003",-122.307232003,47.656693723,"(47.656693723, -122.307232003)","","","","",0.00181973600358309
"524","885410",5.9289293917987e-314,9.94201721136332e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","08/27/2012 11:21:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"525","1910951",8.39911860031944e-314,9.96792509486913e-317,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","01/05/2017 11:15:43 AM","39XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.30293,47.653004,"(47.653004, -122.30293)","MOTOR VEHICLE COLLISION, HIT AND RUN","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","",0.00545072518110338
"526","1821951",7.90520508124308e-314,9.96191089799084e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","08/29/2016 09:55:58 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313225,47.657574,"(47.657574, -122.313225)","THEFT OF SERVICES","OTHER PROPERTY","THEFT","08/29/2016 08:03:50 PM",0.00581961682587908
"527","1899605",7.90527419065155e-314,9.96260199207559e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","12/17/2016 10:23:47 PM","MONTLAKE BV NE / NE PACIFIC PL","U","U2","5302.3054",-122.30391,47.65108,"(47.65108, -122.30391)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00568222606026364
"528","1946081",8.3991517432311e-314,9.96888046960849e-316,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","02/28/2017 10:11:16 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4",-122.313225,47.657574,"(47.657574, -122.313225)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","02/28/2017 08:47:41 AM",0.00581961682587908
"529","1991986",8.39919427586035e-314,9.96608704220953e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","05/06/2017 09:59:13 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","SHOPLIFT - THEFT","SHOPLIFTING","THEFT","",0.00581961682587908
"530","1729207",7.9051266325117e-314,9.96112641067706e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","05/04/2016 11:27:33 AM","15 AV NE / NE PACIFIC ST","U","U2","5302.2015",-122.31247,47.652973,"(47.652973, -122.31247)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","05/04/2016 08:54:54 AM",0.00493573844526285
"531","1957287",8.399162565245e-314,9.96996267099914e-316,"350","HAZARDS","HAZARDS","HAZARDS","03/17/2017 07:34:35 AM","15 AV NE / NE 42 ST","U","U2","5301.4",-122.31207,47.658302,"(47.658302, -122.31207)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","",0.00522729232012895
"532","1899553",7.90527413185774e-314,9.96260140413747e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","12/17/2016 08:51:57 PM","NE PACIFIC PL / MONTLAKE BV NE","U","U2","5302.3054",-122.30391,47.65108,"(47.65108, -122.30391)","SLEEPER ABOARD BUS/COMMUTER TRAIN","DISTURBANCES","DISTURBANCES","",0.00568222606026364
"533","1855359",7.90523438971125e-314,9.96220398267261e-315,"161","TRESPASS","TRESPASS","TRESPASS","10/14/2016 05:50:25 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.312904,47.65783,"(47.65783, -122.312904)","NUISANCE - MISCHIEF","MISCELLANEOUS MISDEMEANORS","MISCELLANEOUS MISDEMEANORS","",0.005654392363469
"534","1957373",8.39916260427619e-314,9.96996657411775e-316,"139","GANG GRAFFITI","PROPERTY DAMAGE","PROPERTY DAMAGE","03/17/2017 10:45:09 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4",-122.313225,47.657574,"(47.657574, -122.313225)","PROPERTY - DAMAGE","PROPERTY DAMAGE","PROPERTY DAMAGE","03/17/2017 08:55:43 AM",0.00581961682587908
"535","1877703",7.90525382575969e-314,9.96239834315703e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","11/14/2016 07:48:52 PM","15 AV NE / NE CAMPUS PY","U","U2","5302.1009",-122.312126,47.656204,"(47.656204, -122.312126)","DEMONSTRATIONS","DISTURBANCES","DISTURBANCES","11/14/2016 11:34:15 AM",0.0043001019755452
"536","2063909",8.39925892533824e-314,9.96673353698843e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","08/06/2017 12:14:04 PM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.31264,47.65831,"(47.65831, -122.31264)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00568826801408483
"537","1877936",7.90525425510274e-314,9.96240263658749e-315,"64","SHOPLIFT","THEFT","SHOPLIFTING","11/15/2016 05:46:46 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","SHOPLIFT - THEFT","SHOPLIFTING","THEFT","",0.00581961682587908
"538","1692352",7.90509235226093e-314,9.96456530025772e-316,"30","ARMED ROBBERY","GUN CALLS","ROBBERY","03/10/2016 07:25:02 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313225,47.657574,"(47.657574, -122.313225)","ROBBERY - IP/JO (INCLUDES STRONG ARM)","ROBBERY","ROBBERY","03/10/2016 03:51:26 PM",0.00581961682587908
"539","1687643",7.90508938786705e-314,9.96426886087021e-316,"40","ASSAULTS, OTHER","ASSAULTS","ASSAULTS","03/05/2016 05:35:05 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","THREATS, HARASSMENT","THREATS, HARASSMENT","",0.00581961682587908
"540","904696",5.92894424489421e-314,9.94216574231843e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","09/18/2012 05:02:00 PM","42XX BLOCK OF MEMORIAL WAY NE","U","U2","5302.3003",-122.309589384,47.659554622,"(47.659554622, -122.309589384)","","","","",0.00479244288170506
"541","905301",5.92894471524471e-314,9.94217044582337e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","09/19/2012 08:40:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"542","905418",5.92894480615279e-314,9.94217135490416e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","09/19/2012 11:45:00 AM","39XX BLOCK OF UNIVERSITY WAY NE","U","U2","5302.2002",-122.313310379,47.654376582,"(47.654376582, -122.313310379)","","","","",0.00536431148875631
"543","906090",5.92894522907298e-314,9.94217558410609e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","09/20/2012 12:16:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"544","1705753",7.90510518759234e-314,9.96091196148348e-315,"450","DRIVING WHILE UNDER INFLUENCE (DUI)","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","03/31/2016 04:44:07 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","DUI - DRIVING UNDER INFLUENCE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00556100575435904
"545","906807",5.92894570139974e-314,9.94218030737367e-315,"440","MOTORIST ASSIST","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","09/20/2012 06:12:00 PM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"546","910794",5.92894834712127e-314,9.942206764589e-315,"415","BLOCKING VEHICLE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","09/24/2012 03:33:00 PM","39XX BLOCK OF 15TH AVE NE","U","U2","5302.3003",-122.312178882,47.654136804,"(47.654136804, -122.312178882)","","","","",0.00428766007658573
"547","1693043",7.9050942697297e-314,9.96475704713487e-316,"350","HAZARDS","HAZARDS","HAZARDS","03/13/2016 05:49:15 PM","MONTLAKE BV NE / NE PACIFIC PL","U","U2","5302.3054",-122.30391,47.65108,"(47.65108, -122.30391)","TRAFFIC - BO SIGNALS AND DOWN SIGNS","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00568222606026364
"548","1706179",7.90510546377504e-314,9.96091472331044e-315,"450","DRIVING WHILE UNDER INFLUENCE (DUI)","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","04/01/2016 04:02:30 AM","41XX BLOCK OF 15 AV NE","U","U2","5302.3017",-122.31209,47.657562,"(47.657562, -122.31209)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","04/01/2016 01:26:41 AM",0.00481717603996477
"549","912763",5.92894972457629e-314,9.94222053913921e-315,"250","MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF","09/26/2012 02:38:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"550","1706310",7.90510559124397e-314,9.96091599799981e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","04/01/2016 10:11:10 AM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.31264,47.65831,"(47.65831, -122.31264)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","04/01/2016 08:53:05 AM",0.00568826801408483
"551","1688264",7.9050897999178e-314,9.96431006594507e-316,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","03/06/2016 03:11:23 PM","38XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.30293,47.653004,"(47.653004, -122.30293)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","03/06/2016 11:49:46 AM",0.00545072518110338
"552","913520",5.92895025816719e-314,9.94222587504818e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","09/27/2012 10:52:00 AM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2000",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"553","913594",5.92895029126959e-314,9.94222620607216e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","09/27/2012 12:17:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2000",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"554","914734",5.92895103236806e-314,9.94223361705685e-315,"63","THEFT - CAR PROWL","CAR PROWL","CAR PROWL","09/28/2012 01:14:00 PM","NE 42 ST / 15 AV NE","U","U2","5302.3003",-122.312074761,47.658300821,"(47.658300821, -122.312074761)","","","","",0.00523027636662032
"555","1688485",7.90509006325479e-314,9.964336399644e-316,"220","CRISIS COMPLAINT - GENERAL","CRISIS CALL","BEHAVIORAL HEALTH","03/06/2016 10:00:34 PM","NE 41 ST / 15 AV NE","U","U2","5301.4000",-122.31211,47.65682,"(47.65682, -122.31211)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","03/06/2016 09:00:31 PM",0.00449162030898405
"556","1688599",7.9050901408231e-314,9.96434415647464e-316,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","03/07/2016 03:24:45 AM","40XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.1008",-122.31328,47.65567,"(47.65567, -122.31328)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","03/07/2016 02:10:20 AM",0.00533059780888578
"557","1693554",7.9050946738754e-314,9.9647974617047e-316,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","03/14/2016 11:57:24 AM","UNIVERSITY WY NE / NE CAMPUS PY","U","U2","5302.1009",-122.31326,47.656216,"(47.656216, -122.31326)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00540298186190123
"558","1700192",7.90510081659357e-314,9.96086825149579e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","03/24/2016 01:32:30 PM","41XX BLOCK OF 15 AV NE","U","U2","5302.3016",-122.31209,47.657562,"(47.657562, -122.31209)","MOTOR VEHICLE COLLISION, HIT AND RUN","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","03/24/2016 01:00:33 PM",0.00481717603996477
"559","921991",5.92895580850065e-314,9.94228137838284e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","10/05/2012 08:35:00 AM","15 AV NE / NE PACIFIC ST","U","U2","5302.2001",-122.312467032,47.652973519,"(47.652973519, -122.312467032)","","","","",0.00493282561220325
"560","922214",5.92895598339989e-314,9.94228312737522e-315,"161","TRESPASS","TRESPASS","TRESPASS","10/05/2012 01:25:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"561","1707018",7.90510621821328e-314,9.96092226769285e-315,"40","ASSAULTS, OTHER","ASSAULTS","ASSAULTS","04/02/2016 02:24:46 AM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.30912,47.651302,"(47.651302, -122.30912)","ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","04/02/2016 01:07:25 AM",0.00390402164440257
"562","923766",5.9289569656024e-314,9.94229294940026e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/06/2012 10:14:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"563","1693953",7.90509502317981e-314,9.96483239214586e-316,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","03/14/2016 10:42:54 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00556100575435904
"564","1707114",7.905106321473e-314,9.96092330029005e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","04/02/2016 08:31:09 AM","MONTLAKE BV NE / NE PACIFIC PL","U","U2","5302.3054",-122.30391,47.65108,"(47.65108, -122.30391)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","04/02/2016 07:20:41 AM",0.00568222606026364
"565","925656",5.92895817408697e-314,9.94230503424596e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","10/08/2012 09:15:00 PM","4144 1 / 2 UNIVERSITY WY NE","U","U2","5301.4000",-122.31301233,47.658017186,"(47.658017186, -122.31301233)","","","","",0.00584204508983091
"566","926632",5.92895882674768e-314,9.94231156085314e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/09/2012 09:06:00 PM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"567","929250",5.92896044580081e-314,9.94232775138435e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","10/12/2012 03:12:00 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5302.1000",-122.313246462,47.656832346,"(47.656832346, -122.313246462)","","","","",0.00555712318534985
"568","930272",5.92896126347945e-314,9.94233592817079e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/13/2012 05:04:00 PM","15 AV NE / NE 42 ST","U","U2","5302.3003",-122.312074761,47.658300821,"(47.658300821, -122.312074761)","","","","",0.00523027636662032
"569","1694476",7.90509541151541e-314,9.96487122570562e-316,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","03/15/2016 04:32:28 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.30912,47.651302,"(47.651302, -122.30912)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","03/15/2016 02:48:19 PM",0.00390402164440257
"570","1689599",7.90509097332371e-314,9.96442740653596e-316,"372","PROPERTY - FOUND (FOLLOW UP TO SPD CASE)","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND","03/08/2016 03:12:19 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.30912,47.651302,"(47.651302, -122.30912)","PROPERTY - FOUND","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND","03/08/2016 12:46:13 PM",0.00390402164440257
"571","1689606",7.90509110128671e-314,9.96444020283619e-316,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","03/08/2016 03:54:19 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)","NARCOTICS COMPLAINTS","NARCOTICS COMPLAINTS","",0.00581961682587908
"572","932559",5.92896257374154e-314,9.94234903079172e-315,"63","THEFT - CAR PROWL","CAR PROWL","CAR PROWL","10/15/2012 08:07:00 PM","38XX BLOCK OF 15TH AVE NE","U","U2","5302.2003",-122.312178882,47.654136804,"(47.654136804, -122.312178882)","","","","",0.00428766007658573
"573","933389",5.92896309102827e-314,9.94235420365903e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","10/16/2012 04:40:00 PM","15 AV NE / NE CAMPUS PY","U","U2","5302.1008",-122.312138468,47.655974784,"(47.655974784, -122.312138468)","","","","",0.00425584901256092
"574","935094",5.92896416710325e-314,9.9423649644088e-315,"350","HAZARDS","HAZARDS","HAZARDS","10/18/2012 10:09:00 AM","NE PACIFIC PL / NE PACIFIC ST","U","U2","5302.3004",-122.30761759,47.650541191,"(47.650541191, -122.30761759)","","","","",0.00451195688482652
"575","1689872",7.905091284091e-314,9.96445848326509e-316,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","03/08/2016 11:00:19 PM","MONTLAKE BV NE / NE WAHKIAKUM LN","U","U3","5302.3042",-122.30233,47.65499,"(47.65499, -122.30233)","MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","03/08/2016 08:32:58 PM",0.00565720363784023
"576","936030",5.92896477480399e-314,9.94237104141624e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/19/2012 08:38:00 AM","39XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"577","936484",5.92896504209351e-314,9.94237371431139e-315,"62","BICYCLE THEFT","THEFT","BIKE","10/19/2012 05:52:00 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5302.1000",-122.313246462,47.656832346,"(47.656832346, -122.313246462)","","","","",0.00555712318534985
"578","938507",5.92896628615081e-314,9.94238615488435e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/21/2012 09:06:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"579","940182",5.92896736716644e-314,9.94239696504068e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","10/23/2012 05:04:00 PM","40XX BLOCK OF E STEVENS WAY NE","U","U2","5302.3003",-122.304605522,47.656190916,"(47.656190916, -122.304605522)","","","","",0.00357261931466355
"580","940586",5.92896760332982e-314,9.94239932667447e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/24/2012 12:54:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"581","1701301",7.90510123210278e-314,9.96087240658788e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","03/25/2016 09:15:16 AM","38XX BLOCK OF MONTLAKE BV NE","U","U3","5302.3006",-122.30293,47.653004,"(47.653004, -122.30293)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","03/25/2016 06:48:31 AM",0.00545072518110338
"582","941815",5.92896840223397e-314,9.94240731571596e-315,"130","PROPERTY DESTRUCTION","PROPERTY DAMAGE","PROPERTY DAMAGE","10/25/2012 12:04:00 PM","UNIVERSITY WY NE / NE 41 ST","U","U2","5302.1000",-122.313246462,47.656832346,"(47.656832346, -122.313246462)","","","","",0.00555712318534985
"583","942257",5.92896877080694e-314,9.94241100144568e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","10/25/2012 08:47:00 PM","42XX BLOCK OF 15TH AVE NE","U","U2","5302.3003",-122.31205179,47.659041292,"(47.659041292, -122.31205179)","","","","",0.00570516122308333
"584","1695282",7.90509618868067e-314,9.96494894223171e-316,"350","HAZARDS","HAZARDS","HAZARDS","03/16/2016 05:35:51 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","",0.00581961682587908
"585","1690687",7.90509204297583e-314,9.96453437174829e-316,"63","THEFT - CAR PROWL","CAR PROWL","CAR PROWL","03/10/2016 06:40:19 AM","UNIVERSITY WY NE / NE 41 ST","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","",0.00556100575435904
"586","946182",5.92897127621383e-314,9.94243605551458e-315,"350","HAZARDS","HAZARDS","HAZARDS","10/29/2012 08:20:00 PM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"587","947172",5.92897186612821e-314,9.94244195465839e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/30/2012 08:17:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4001",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"588","948287",5.92897257511241e-314,9.94244904450041e-315,"161","TRESPASS","TRESPASS","TRESPASS","10/31/2012 11:32:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"589","951137",5.92897433793864e-314,9.94246667276265e-315,"415","BLOCKING VEHICLE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/03/2012 04:58:00 PM","MONTLAKE BV NE / NE PACIFIC PL","U","U2","5302.3000",-122.303907725,47.651082718,"(47.651082718, -122.303907725)","","","","",0.00568196622878977
